,id,gender,state,region,education,income,vehicle_class,policy_type,monthly_premium,customer_lifetime_value,total_claim_amount,open_complaints
344,fy32213,f,california,west,high school or below,74454.0,four-door car,personal auto,71.0,5595,340.8,0
345,rz13254,f,nevada,central,bachelor,50510.55,four-door car,personal auto,73.0,7563,350.4,0
346,gn45013,m,oregon,north west,high school or below,29664.0,four-door car,personal auto,71.0,5386,340.8,0
347,nm39588,f,washington,east,doctor,72450.0,four-door car,corporate auto,66.0,2678,84.22,0
348,ku84464,f,nevada,central,bachelor,47272.0,four-door car,personal auto,79.0,9423,64.55,3
349,yh43527,f,oregon,north west,college,21585.0,four-door car,corporate auto,92.0,3606,441.6,0
350,ro30676,f,california,west,college,23827.0,four-door car,personal auto,106.0,7763,37.91,2
352,qh19450,f,california,west,high school or below,50510.55,four-door car,corporate auto,72.0,2558,345.6,0
353,sa54664,m,washington,east,master,73196.0,four-door car,personal auto,66.0,2654,85.81,1
355,wb38524,m,california,west,high school or below,46131.0,two-door car,personal auto,74.0,2970,355.2,0
356,ce56187,f,oregon,north west,master,54514.0,suv,personal auto,109.0,4363,286.23,3
358,jz61422,f,nevada,central,college,96668.0,four-door car,personal auto,66.0,5272,316.8,0
359,la13377,m,california,west,doctor,78879.0,four-door car,personal auto,69.0,5510,466.57,1
360,nc99948,m,nevada,central,college,50510.55,four-door car,personal auto,69.0,16314,331.2,0
361,qd34785,f,arizona,central,bachelor,50510.55,four-door car,personal auto,76.0,5678,364.8,0
363,es57969,m,oregon,north west,bachelor,29735.0,four-door car,personal auto,69.0,2454,331.2,0
364,jk55587,m,california,west,high school or below,23082.0,four-door car,special auto,65.0,5076,312.0,0
365,rn97635,m,arizona,central,bachelor,53984.0,four-door car,corporate auto,80.0,3215,421.48,0
366,bi76326,f,california,west,college,52135.0,suv,personal auto,156.0,12275,430.51,0
367,ja34909,f,california,west,college,17576.0,four-door car,corporate auto,71.0,2722,398.5,0
368,oj90342,f,oregon,north west,bachelor,29486.0,four-door car,personal auto,62.0,2457,7.65,0
369,cm88932,f,oregon,north west,master,58557.0,four-door car,corporate auto,88.0,3555,55.51,0
370,jj97525,m,california,west,bachelor,25632.0,two-door car,personal auto,63.0,4930,351.27,0
371,xv21647,f,california,west,high school or below,50510.55,sports car,personal auto,112.0,8036,806.4,0
372,mc83487,m,arizona,central,bachelor,18768.0,four-door car,corporate auto,68.0,4277,647.45,3
374,cr57148,f,oregon,north west,master,47945.0,two-door car,personal auto,74.0,5961,128.44,0
376,yl74732,f,california,west,high school or below,15192.0,suv,personal auto,100.0,3832,480.0,0
378,nv55438,f,nevada,central,high school or below,23422.0,two-door car,personal auto,72.0,5285,518.4,0
379,rm10880,f,california,west,college,21604.0,four-door car,corporate auto,79.0,3097,379.2,0
380,gl56175,m,arizona,central,college,79298.0,four-door car,personal auto,90.0,3590,244.36,0
381,uk52289,f,arizona,central,bachelor,76731.0,four-door car,special auto,64.0,2582,201.46,0
382,ot85112,m,washington,east,college,38460.0,four-door car,personal auto,88.0,3404,91.55,1
383,bc62782,f,arizona,central,college,48534.0,suv,personal auto,115.0,13576,552.0,1
384,ti19722,m,washington,east,doctor,30817.0,four-door car,corporate auto,88.0,3436,91.83,0
386,um45563,m,washington,east,bachelor,68798.0,suv,personal auto,114.0,4503,92.92,0
387,en60878,m,oregon,north west,bachelor,23712.0,four-door car,personal auto,85.0,6183,376.13,0
388,jf36291,m,california,west,college,28142.0,sports car,personal auto,105.0,3874,701.71,0
390,mk70700,m,california,west,master,68197.0,four-door car,personal auto,69.0,5553,176.82,0
391,iw71076,m,california,west,bachelor,75248.0,four-door car,corporate auto,63.0,5011,104.45,0
392,ap98768,f,california,west,college,50510.55,four-door car,personal auto,98.0,10442,941.72,0
393,om24164,m,nevada,central,bachelor,50510.55,two-door car,personal auto,65.0,2200,468.0,1
394,hr85211,f,washington,east,master,89879.0,two-door car,personal auto,63.0,5123,94.03,0
395,vc87846,m,oregon,north west,high school or below,46998.0,four-door car,corporate auto,96.0,7484,460.8,0
396,zm92052,m,oregon,north west,bachelor,57099.0,two-door car,personal auto,67.0,2613,67.86,0
397,on73702,f,arizona,central,bachelor,33897.0,suv,corporate auto,114.0,9081,539.84,0
398,qq90441,f,nevada,central,high school or below,59207.0,four-door car,personal auto,116.0,13771,556.8,0
399,hu35721,m,oregon,north west,high school or below,40171.0,four-door car,personal auto,73.0,2877,350.4,0
400,yp47665,m,washington,east,doctor,80192.0,four-door car,personal auto,67.0,5409,95.19,0
401,fu99476,m,washington,east,high school or below,74422.0,four-door car,personal auto,85.0,6770,95.34,1
403,oy74069,f,arizona,central,college,50510.55,four-door car,personal auto,67.0,3538,321.6,5
406,tr67616,m,oregon,north west,high school or below,30686.0,four-door car,corporate auto,61.0,4731,19.94,0
411,gl67540,f,california,west,college,97413.0,four-door car,personal auto,73.0,5904,268.82,0
412,sv50502,f,oregon,north west,master,79189.0,four-door car,corporate auto,69.0,5596,331.2,0
413,uk59698,f,california,west,high school or below,50510.55,two-door car,personal auto,62.0,2294,297.6,0
414,oa57352,f,arizona,central,college,18577.0,four-door car,personal auto,86.0,6274,412.8,0
415,zf84449,f,oregon,north west,college,50510.55,sports car,special auto,112.0,3727,806.4,1
416,ax86150,m,washington,east,high school or below,62777.0,two-door car,personal auto,67.0,2657,101.29,0
417,hg39060,m,oregon,north west,bachelor,50510.55,four-door car,corporate auto,74.0,5111,532.8,0
419,sf57173,m,oregon,north west,master,84394.0,suv,personal auto,114.0,4602,691.41,0
420,ot47603,m,oregon,north west,college,50510.55,sports car,personal auto,127.0,9155,804.81,0
421,sw31412,f,oregon,north west,college,41440.0,four-door car,personal auto,62.0,14808,297.6,1
423,re81445,f,oregon,north west,college,98132.0,two-door car,personal auto,71.0,5735,50.59,0
424,rm24280,f,oregon,north west,high school or below,50510.55,four-door car,personal auto,112.0,4178,537.6,0
426,ux38930,f,arizona,central,master,58327.0,suv,personal auto,129.0,10364,347.08,0
427,hd95496,m,oregon,north west,master,25950.0,two-door car,personal auto,66.0,7852,271.7,0
428,rx24650,m,oregon,north west,high school or below,20993.0,suv,corporate auto,133.0,4773,638.4,0
430,mt41386,m,washington,east,bachelors,84768.0,two-door car,personal auto,72.0,2875,110.48,0
431,wz40465,f,washington,east,bachelor,36234.0,four-door car,personal auto,63.0,5041,113.53,0
432,db42794,m,california,west,college,58842.0,four-door car,personal auto,110.0,4363,528.0,0
433,jb50798,f,oregon,north west,master,25629.0,sports car,corporate auto,124.0,9625,595.2,2
436,hx74855,m,washington,east,high school or below,95697.0,two-door car,personal auto,61.0,2472,114.27,0
438,ge47180,m,nevada,central,high school or below,65974.0,sports car,personal auto,113.0,9029,235.22,0
439,vq38776,f,oregon,north west,college,50510.55,four-door car,personal auto,76.0,5304,395.34,0
441,in17648,m,nevada,central,high school or below,50510.55,two-door car,personal auto,74.0,5124,772.8,0
442,df95759,m,oregon,north west,college,50510.55,suv,personal auto,132.0,9492,633.6,0
443,qg45324,f,oregon,north west,high school or below,50510.55,four-door car,personal auto,73.0,8205,350.4,0
444,mn61620,f,arizona,central,college,67752.0,sports car,personal auto,131.0,9877,168.52,4
445,yh86390,f,california,west,bachelor,25398.0,four-door car,corporate auto,64.0,4815,307.2,0
446,fy13480,m,california,west,high school or below,50510.55,four-door car,personal auto,88.0,6277,633.6,0
447,yh61661,m,california,west,high school or below,33321.0,suv,special auto,105.0,8261,504.0,0
448,nl93182,m,nevada,central,bachelor,50510.55,four-door car,corporate auto,78.0,2549,845.65,0
449,ln31673,none,washington,east,college,38923.0,four-door car,personal auto,99.0,11318,115.73,2
450,we68644,f,oregon,north west,bachelor,20325.0,sports car,personal auto,100.0,3804,668.29,0
451,ez30498,m,oregon,north west,bachelor,13129.0,suv,personal auto,117.0,8635,700.9,0
452,qy74517,f,oregon,north west,high school or below,50510.55,four-door car,personal auto,73.0,5511,525.6,0
453,nm88660,m,nevada,central,master,49080.0,four-door car,corporate auto,91.0,3586,25.3,0
454,mz82036,m,nevada,central,college,42536.0,four-door car,personal auto,63.0,4889,375.33,0
455,id20929,m,oregon,north west,bachelor,29926.0,four-door car,corporate auto,74.0,2757,418.23,0
456,ey50028,m,nevada,central,doctor,50510.55,two-door car,corporate auto,86.0,3290,398.24,0
457,tt82373,f,california,west,bachelor,21450.0,sports car,personal auto,138.0,10937,938.51,0
458,oh64088,m,california,west,high school or below,33345.0,four-door car,corporate auto,65.0,7376,338.62,0
459,sk97780,f,california,west,bachelor,15752.0,two-door car,corporate auto,90.0,10111,339.34,0
460,io33050,f,oregon,north west,high school or below,40169.0,four-door car,personal auto,65.0,5119,302.82,1
461,xa55917,f,california,west,college,26049.0,suv,personal auto,113.0,8534,619.17,1
462,jk32620,m,nevada,central,college,50510.55,four-door car,personal auto,68.0,2225,326.4,0
463,rq19236,m,arizona,central,doctor,55411.0,sports car,personal auto,100.0,8043,259.56,0
464,qc47433,m,oregon,north west,college,12459.0,four-door car,personal auto,70.0,2554,336.0,0
466,xh97711,m,california,west,bachelor,83140.0,four-door car,corporate auto,61.0,2431,179.16,0
467,au96286,f,oregon,north west,bachelor,50510.55,four-door car,corporate auto,92.0,3168,662.4,0
468,kc17170,f,arizona,central,bachelor,54422.0,four-door car,corporate auto,68.0,5466,75.5,0
469,zn47335,m,california,west,college,68309.0,suv,corporate auto,131.0,10358,306.98,0
470,ei46264,m,california,west,high school or below,56621.0,four-door car,personal auto,65.0,2538,84.03,2
471,ek87864,f,arizona,central,college,38977.0,four-door car,special auto,70.0,2822,139.49,0
472,gv45403,m,arizona,central,bachelor,50510.55,two-door car,corporate auto,111.0,7757,607.45,0
473,qk31192,m,arizona,central,high school or below,50510.55,two-door car,corporate auto,114.0,4079,631.12,0
474,lu89008,f,arizona,central,college,50510.55,four-door car,personal auto,83.0,5956,628.02,0
475,ns10490,f,oregon,north west,bachelor,83235.0,two-door car,personal auto,70.0,14159,336.0,0
476,kl98495,m,nevada,central,college,50510.55,two-door car,personal auto,74.0,8487,426.66,0
477,iu96845,m,arizona,central,college,32390.0,four-door car,personal auto,80.0,6285,91.42,0
478,ql93655,f,oregon,north west,high school or below,66538.0,two-door car,personal auto,95.0,11473,317.84,0
479,pf40592,f,washington,east,college,23285.0,two-door car,personal auto,65.0,4943,118.45,0
481,jc80093,m,washington,east,master,21104.0,four-door car,personal auto,66.0,2573,118.45,0
482,ye88490,f,arizona,central,college,55350.0,four-door car,personal auto,67.0,5381,321.6,0
483,yc80498,f,california,west,college,12964.0,two-door car,personal auto,65.0,4771,362.77,0
484,ai85843,f,arizona,central,master,33288.0,four-door car,personal auto,86.0,6757,221.86,2
486,fy51713,f,arizona,central,bachelor,56168.0,four-door car,personal auto,88.0,3571,614.68,0
487,ph26378,m,california,west,college,50510.55,four-door car,personal auto,92.0,6020,662.4,0
488,wq18638,m,oregon,north west,high school or below,23105.0,two-door car,personal auto,69.0,5427,331.2,0
489,ky14688,f,oregon,north west,master,36218.0,four-door car,personal auto,68.0,2730,145.25,0
490,tc97762,f,california,west,high school or below,52275.0,four-door car,corporate auto,62.0,4983,374.24,0
491,qc87108,f,oregon,north west,college,49665.0,four-door car,personal auto,74.0,8769,355.2,0
492,cx12134,m,nevada,central,high school or below,32471.0,two-door car,personal auto,110.0,4221,528.0,0
493,sm73248,m,arizona,central,high school or below,50510.55,two-door car,corporate auto,86.0,11538,619.2,1
494,ck19789,f,california,west,master,62773.0,four-door car,personal auto,73.0,5887,80.67,0
495,uv12583,f,california,west,college,76694.0,suv,personal auto,117.0,4701,561.6,0
497,ka89683,f,arizona,central,high school or below,50510.55,four-door car,personal auto,70.0,2523,504.0,0
498,bg85305,m,nevada,central,doctor,36633.0,four-door car,personal auto,96.0,3758,460.8,1
499,uq87917,m,oregon,north west,high school or below,77060.0,suv,personal auto,106.0,12942,468.57,0
500,xn11823,f,nevada,central,bachelor,92600.0,two-door car,corporate auto,94.0,3764,842.44,0
501,os46571,m,california,west,high school or below,50510.55,four-door car,personal auto,66.0,6890,475.2,0
503,rp19541,m,arizona,central,college,64801.0,four-door car,personal auto,64.0,7582,268.47,0
504,zr25747,f,oregon,north west,college,45257.0,two-door car,corporate auto,103.0,8278,494.4,0
505,nq86532,m,california,west,high school or below,26854.0,four-door car,personal auto,66.0,2576,475.2,0
506,jy27336,f,oregon,north west,college,85840.0,suv,corporate auto,102.0,8205,138.72,2
508,sv38190,f,nevada,central,bachelor,30689.0,four-door car,personal auto,81.0,6482,467.25,0
509,cv24005,m,oregon,north west,high school or below,29590.0,two-door car,corporate auto,66.0,2599,467.5,0
511,cf57022,m,oregon,north west,bachelor,17269.0,suv,personal auto,139.0,10443,667.2,0
513,bx94438,f,california,west,high school or below,50510.55,suv,corporate auto,113.0,8470,619.97,0
515,xr70252,f,california,west,high school or below,50510.55,two-door car,personal auto,67.0,4789,321.6,1
516,yh92099,f,arizona,central,bachelor,18558.0,four-door car,special auto,80.0,3088,384.0,0
517,sg81493,m,arizona,central,bachelor,46384.0,four-door car,corporate auto,113.0,4444,251.77,0
518,zx23819,f,oregon,north west,high school or below,50510.55,two-door car,personal auto,72.0,7984,866.21,0
520,cu26127,f,california,west,bachelor,71731.0,suv,corporate auto,130.0,15656,599.65,0
521,yh60476,m,oregon,north west,high school or below,51066.0,four-door car,corporate auto,74.0,5780,787.99,0
523,ge82737,f,nevada,central,bachelor,50510.55,four-door car,personal auto,86.0,5337,619.2,3
524,ky21873,m,arizona,central,college,50510.55,two-door car,personal auto,69.0,5051,72.85,0
525,ua51318,f,arizona,central,high school or below,26173.0,four-door car,corporate auto,68.0,5117,449.82,1
526,bv55014,m,oregon,north west,bachelor,24445.0,two-door car,personal auto,63.0,7269,302.4,0
527,hx21307,m,oregon,north west,college,72302.0,two-door car,personal auto,66.0,2617,316.8,0
528,lq68252,m,oregon,north west,high school or below,27208.0,suv,personal auto,102.0,3738,489.6,0
529,cr92802,f,california,west,master,36650.0,four-door car,special auto,69.0,2725,56.6,1
530,sl35268,m,arizona,central,college,30855.0,four-door car,corporate auto,68.0,5454,259.06,0
531,rd62882,f,arizona,central,bachelor,50510.55,two-door car,personal auto,95.0,6846,456.0,0
532,js42382,m,oregon,north west,master,99960.0,four-door car,corporate auto,76.0,6173,364.8,0
533,bt30554,f,arizona,central,bachelor,50510.55,four-door car,personal auto,98.0,10346,470.4,0
534,vp57424,f,nevada,central,bachelor,55873.0,four-door car,personal auto,88.0,6997,299.36,0
535,vu19243,f,arizona,central,high school or below,18052.0,four-door car,personal auto,111.0,4196,699.17,0
536,ta82973,f,oregon,north west,high school or below,28937.0,suv,personal auto,104.0,7858,117.96,2
537,gk71720,f,oregon,north west,high school or below,50510.55,four-door car,personal auto,86.0,6064,545.24,0
539,ll62746,m,oregon,north west,doctor,12829.0,suv,personal auto,118.0,8971,328.23,0
540,jq56711,f,oregon,north west,master,92163.0,two-door car,personal auto,73.0,5923,66.57,0
542,qp84605,f,washington,east,bachelor,41546.0,four-door car,corporate auto,111.0,8710,121.31,0
543,my97912,m,arizona,central,college,50510.55,suv,personal auto,127.0,13309,609.6,0
544,ib87349,m,california,west,high school or below,70340.0,four-door car,special auto,113.0,4529,542.4,0
545,aw73065,f,oregon,north west,high school or below,50510.55,four-door car,personal auto,74.0,2792,532.8,0
546,bw80872,m,washington,east,high school or below,34549.0,four-door car,personal auto,111.0,4434,125.93,0
